strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url
MH819446	wnv	MH819446	2015-10-06	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819447	wnv	MH819447	2013-08-26	North America	USA	CAN/QC	CAN/QC/Chateauguay			genome					
MH819448	wnv	MH819448	2005-08-31	North America	USA	CAN/QC	CAN/QC/Villeray-St-Michel			genome					
MH819449	wnv	MH819449	2014-09-22	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819450	wnv	MH819450	2016-08-16	North America	USA	CAN/QC	CAN/QC/Laval			genome					
MH819451	wnv	MH819451	2005-08-12	North America	USA	CAN/QC	CAN/QC/Dorval			genome					
MH819452	wnv	MH819452	2015-09-15	North America	USA	CAN/QC	CAN/QC/Sainte-Julie			genome					
MH819453	wnv	MH819453	2016-08-09	North America	USA	CAN/QC	CAN/QC/Saint-Lambert			genome					
MH819454	wnv	MH819454	2006-08-29	North America	USA	CAN/QC	CAN/QC/Rosemont			genome					
MH819455	wnv	MH819455	2006-08-30	North America	USA	CAN/QC	CAN/QC/Mirabel			genome					
MH819456	wnv	MH819456	2013-09-09	North America	USA	CAN/QC	CAN/QC/Longueuil			genome					
MH819457	wnv	MH819457	2005-08-19	North America	USA	CAN/QC	CAN/QC/Sainte-Anne-Des-Plaines			genome					
MH819458	wnv	MH819458	2005-08-25	North America	USA	CAN/QC	CAN/QC/Blainville			genome					
MH819459	wnv	MH819459	2014-09-04	North America	USA	CAN/QC	CAN/QC/Longueuil			genome					
MH819460	wnv	MH819460	2013-08-19	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819461	wnv	MH819461	2004-09-07	North America	USA	CAN/QC	CAN/QC/Varennes			genome					
MH819462	wnv	MH819462	2015-09-09	North America	USA	CAN/QC	CAN/QC/Boucherville			genome					
MH819463	wnv	MH819463	2014-08-21	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819464	wnv	MH819464	2004-09-15	North America	USA	CAN/QC	CAN/QC/St-Jean-Sur-Richelieu			genome					
MH819465	wnv	MH819465	2015-09-09	North America	USA	CAN/QC	CAN/QC/Saint-Bruno			genome					
MH819466	wnv	MH819466	2016-08-16	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819467	wnv	MH819467	2013-08-19	North America	USA	CAN/QC	CAN/QC/Pointe-Claire			genome					
MH819468	wnv	MH819468	2004-08-08	North America	USA	CAN/QC	CAN/QC/Saint-Hyacinthe			genome					
MH819469	wnv	MH819469	2006-08-29	North America	USA	CAN/QC	CAN/QC/Cote-St-Luc-Hamstead			genome					
MH819470	wnv	MH819470	2014-09-15	North America	USA	CAN/QC	CAN/QC/Montreal			genome					
MH819471	wnv	MH819471	2004-09-07	North America	USA	CAN/QC	CAN/QC/Laval			genome					
MK352483	wnv	MK352483	2019-04-29	North America	USA	DC	DC/District-Of-Columbia			genome					
MT905060	wnv	MT905060	2019-06-13	North America	USA	BRA/ES	BRA/ES/Joao-Neiva			genome					
MW420987	wnv	MW420987	2020-08-21	North America	USA	BRA/Piaui	BRA/Piaui			genome					
MW420988	wnv	MW420988	2019-07-30	North America	USA	BRA/Sao-Paulo	BRA/Sao-Paulo			genome					
MW420989	wnv	MW420989	2018-07-11	North America	USA	BRA/Minas-Gerais	BRA/Minas-Gerais			genome					
OK631659	wnv	OK631659	2013-08-20	North America	USA	NY	NY/Erie			genome					
OK631660	wnv	OK631660	2015-09-15	North America	USA	NY	NY/Nassau			genome					
OK631661	wnv	OK631661	2016-09-07	North America	USA	NY	NY/Erie			genome					
OL741623	wnv	OL741623	2018-08-26	North America	USA	CO	CO			genome					
ON782107	wnv	ON782107	2019-01-10	North America	USA	BRA/Ceara	BRA/Ceara			genome					
ON782108	wnv	ON782108	2018-04-21	North America	USA	BRA/Bahia	BRA/Bahia			genome					
ON782109	wnv	ON782109	2019-07-22	North America	USA	BRA/Bahia	BRA/Bahia			genome					
ON994909	wnv	ON994909	2019-09-06	North America	USA	KY	MA/Middlesex			genome					
ON994910	wnv	ON994910	2021-09-19	North America	USA	CT	CT/New-Haven			genome					
OQ721113	wnv	OQ721113	2011-08-29	North America	USA	CA	CA/Sacramento			genome					
OQ721114	wnv	OQ721114	2005-07-31	North America	USA	MN	MN/Ramsey			genome					
OQ721115	wnv	OQ721115	2012-06-07	North America	USA	CA	CA/Sacramento			genome					
OQ721116	wnv	OQ721116	2009-09-04	North America	USA	CA	CA/Sacramento			genome					
OQ721117	wnv	OQ721117	2018-07-17	North America	USA	OH	OH/Lucas			genome					
OQ721118	wnv	OQ721118	2005-07-26	North America	USA	MN	MN/Mahnomen			genome					
OQ721119	wnv	OQ721119	2004-09-17	North America	USA	CA	CA/Sacramento			genome					
OQ721120	wnv	OQ721120	2017-06-07	North America	USA	CA	CA/Sacramento			genome					
OQ721121	wnv	OQ721121	2015-09-09	North America	USA	NH	NH/Hillsborough			genome					
OQ721122	wnv	OQ721122	2018-08-16	North America	USA	IL	IL/Cook			genome					
OQ721123	wnv	OQ721123	2005-06-24	North America	USA	CA	CA/Kern			genome					
OQ721126	wnv	OQ721126	2017-07-10	North America	USA	IA	IA/Polk			genome					
OQ721127	wnv	OQ721127	2008-05-08	North America	USA	CA	CA/San-Diego			genome					
OQ721128	wnv	OQ721128	2017-09-15	North America	USA	NH	NH/Rockingham			genome					
OQ721129	wnv	OQ721129	2016-08-19	North America	USA	IA	IA/Polk			genome					
OQ721130	wnv	OQ721130	2012-08-24	North America	USA	CA	CA/Sacramento			genome					
OQ721131	wnv	OQ721131	2016-07-10	North America	USA	CA	CA/Sacramento			genome					
OQ721132	wnv	OQ721132	2002-08-08	North America	USA	MN	MN/Fillmore			genome					
OQ721133	wnv	OQ721133	2016-07-03	North America	USA	IA	IA/Polk			genome					
OQ721134	wnv	OQ721134	2017-08-14	North America	USA	IA	IA/Woodbury			genome					
OQ721135	wnv	OQ721135	2009-09-27	North America	USA	CA	CA/Sacramento			genome					
OQ721136	wnv	OQ721136	2018-07-31	North America	USA	OH	OH/Williams			genome					
OQ721137	wnv	OQ721137	2014-08-11	North America	USA	CO	CO/Larimer			genome					
OQ721138	wnv	OQ721138	2018-08-13	North America	USA	NH	NH/Hillsborough			genome					
OQ721139	wnv	OQ721139	2016-08-19	North America	USA	IA	IA/Story			genome					
OQ721140	wnv	OQ721140	2017-07-17	North America	USA	LA	LA/West-Baton-Rouge			genome					
OQ721142	wnv	OQ721142	2002-08-09	North America	USA	MN	MN/Ramsey			genome					
OQ721143	wnv	OQ721143	2010-07-24	North America	USA	CA	CA/Sacramento			genome					
OQ721144	wnv	OQ721144	2018-08-30	North America	USA	IL	IL/Cook			genome					
OQ721145	wnv	OQ721145	2017-08-14	North America	USA	IA	IA/Polk			genome					
OQ721146	wnv	OQ721146	2017-07-04	North America	USA	LA	LA/Allen			genome					
OQ721147	wnv	OQ721147	2013-08-05	North America	USA	CO	CO/Larimer			genome					
OQ721148	wnv	OQ721148	2018-08-22	North America	USA	LA	LA/Ascension			genome					
OQ721149	wnv	OQ721149	2016-07-07	North America	USA	CA	CA/Kings			genome					
OQ721150	wnv	OQ721150	2018-08-13	North America	USA	CO	CO/Larimer			genome					
OQ721151	wnv	OQ721151	2014-09-29	North America	USA	CA	CA/San-Diego			genome					
OQ721152	wnv	OQ721152	2017-07-31	North America	USA	IA	IA/Black-Hawk			genome					
OQ721153	wnv	OQ721153	2017-08-21	North America	USA	IA	IA/Woodbury			genome					
OQ721154	wnv	OQ721154	2013-08-26	North America	USA	CO	CO/Larimer			genome					
OQ721155	wnv	OQ721155	2004-10-08	North America	USA	CA	CA/Sacramento			genome					
OQ721156	wnv	OQ721156	2007-07-24	North America	USA	CA	CA/Sacramento			genome					
OQ721157	wnv	OQ721157	2008-09-02	North America	USA	CA	CA/Yolo			genome					
OQ721158	wnv	OQ721158	2017-08-07	North America	USA	CO	CO/Larimer			genome					
OQ721159	wnv	OQ721159	2017-09-11	North America	USA	IA	IA/Pottawattamie			genome					
OQ721160	wnv	OQ721160	2018-07-17	North America	USA	OH	OH/Summit			genome					
OQ721161	wnv	OQ721161	2008-09-24	North America	USA	CA	CA/San-Diego			genome					
OQ721162	wnv	OQ721162	2005-08-02	North America	USA	WA	MN/Washington			genome					
OQ721163	wnv	OQ721163	2004-06-28	North America	USA	MN	MN/Fillmore			genome					
OQ721164	wnv	OQ721164	2018-08-06	North America	USA	CO	CO/Larimer			genome					
OQ721165	wnv	OQ721165	2017-09-18	North America	USA	IA	IA/Monona			genome					
OQ721166	wnv	OQ721166	2014-10-02	North America	USA	CA	CA/San-Diego			genome					
OQ721167	wnv	OQ721167	2011-08-18	North America	USA	CA	CA/Sacramento			genome					
OQ721168	wnv	OQ721168	2018-07-12	North America	USA	IL	IL/Cook			genome					
OQ721169	wnv	OQ721169	2017-07-17	North America	USA	CO	CO/Larimer			genome					
OQ721170	wnv	OQ721170	2018-08-09	North America	USA	LA	LA/West-Baton-Rouge			genome					
OQ721171	wnv	OQ721171	2015-08-03	North America	USA	CA	CA/San-Diego			genome					
OQ721172	wnv	OQ721172	2009-07-09	North America	USA	CA	CA/Sacramento			genome					
OQ721173	wnv	OQ721173	2008-07-06	North America	USA	CA	CA/Sacramento			genome					
OQ721174	wnv	OQ721174	2008-09-19	North America	USA	CA	CA/San-Diego			genome					
OQ721175	wnv	OQ721175	2009-10-02	North America	USA	CA	CA/Yolo			genome					
OQ721176	wnv	OQ721176	2017-07-05	North America	USA	CA	CA/Sacramento			genome					
OQ721177	wnv	OQ721177	2007-07-28	North America	USA	CA	CA/Sacramento			genome					
OQ721178	wnv	OQ721178	2004-08-26	North America	USA	CA	CA/Sacramento			genome					
OQ721179	wnv	OQ721179	2017-08-21	North America	USA	IA	IA/Pottawattamie			genome					
OQ721180	wnv	OQ721180	2008-06-02	North America	USA	CA	CA/San-Diego			genome					
OQ721181	wnv	OQ721181	2020-08-19	North America	USA	IA	IA/Black-Hawk			genome					
OQ721182	wnv	OQ721182	2002-08-07	North America	USA	MN	MN/Nobles			genome					
OQ721183	wnv	OQ721183	2017-09-11	North America	USA	IA	IA/Story			genome					
OQ721184	wnv	OQ721184	2008-11-05	North America	USA	CA	CA/San-Diego			genome					
OQ721185	wnv	OQ721185	2013-07-29	North America	USA	CO	CO/Larimer			genome					
OQ721186	wnv	OQ721186	2018-08-28	North America	USA	LA	LA/Tangipahoa			genome					
OQ721187	wnv	OQ721187	2012-07-31	North America	USA	CA	CA/Kern			genome					
OQ721188	wnv	OQ721188	2018-08-13	North America	USA	LA	LA/St.Tammany			genome					
OQ721189	wnv	OQ721189	2015-08-03	North America	USA	CO	CO/Larimer			genome					
OQ721190	wnv	OQ721190	2009-07-14	North America	USA	CA	CA/Sacramento			genome					
OQ721191	wnv	OQ721191	2017-08-21	North America	USA	IA	IA/Pottawattamie			genome					
OQ721192	wnv	OQ721192	2017-09-11	North America	USA	IA	IA/Pottawattamie			genome					
OQ721193	wnv	OQ721193	2005-08-03	North America	USA	CA	CA/Solano			genome					
OQ721194	wnv	OQ721194	2017-08-21	North America	USA	IA	IA/Story			genome					
OQ721195	wnv	OQ721195	2015-07-31	North America	USA	CA	CA/Yolo			genome					
OQ721196	wnv	OQ721196	2011-08-23	North America	USA	CA	CA/Sacramento			genome					
OQ721197	wnv	OQ721197	2018-08-14	North America	USA	LA	LA/West-Baton-Rouge			genome					
OQ721198	wnv	OQ721198	2018-07-17	North America	USA	OH	OH/Summit			genome					
OQ721200	wnv	OQ721200	2014-08-12	North America	USA	CA	CA/Sacramento			genome					
OQ721201	wnv	OQ721201	2008-08-19	North America	USA	CA	CA/Sacramento			genome					
OQ721202	wnv	OQ721202	2016-08-08	North America	USA	IA	IA/Story			genome					
OQ721203	wnv	OQ721203	2013-08-26	North America	USA	CO	CO/Larimer			genome					
OQ721204	wnv	OQ721204	2017-08-07	North America	USA	IA	IA/Black-Hawk			genome					
OQ721205	wnv	OQ721205	2015-09-22	North America	USA	CA	CA/San-Diego			genome					
OQ721206	wnv	OQ721206	2010-08-02	North America	USA	CA	CA/Sacramento			genome					
OQ721207	wnv	OQ721207	2013-07-16	North America	USA	CA	CA/Yolo			genome					
OQ721208	wnv	OQ721208	2017-08-14	North America	USA	IA	IA/Polk			genome					
OQ721209	wnv	OQ721209	2017-09-17	North America	USA	CA	CA/Yolo			genome					
OQ721210	wnv	OQ721210	2015-08-24	North America	USA	CO	CO/Larimer			genome					
OQ721211	wnv	OQ721211	2017-07-19	North America	USA	LA	LA/Ouachita			genome					
OQ721212	wnv	OQ721212	2018-08-08	North America	USA	WA	WA/Spokane			genome					
OQ721213	wnv	OQ721213	2017-07-31	North America	USA	IA	IA/Polk			genome					
OQ721214	wnv	OQ721214	2017-08-08	North America	USA	LA	LA/Bossier			genome					
OQ721215	wnv	OQ721215	2015-08-06	North America	USA	CA	CA/Sacramento			genome					
OQ721216	wnv	OQ721216	2015-08-20	North America	USA	CA	CA/Yolo			genome					
OQ721217	wnv	OQ721217	2015-09-10	North America	USA	CA	CA/San-Diego			genome					
OQ721218	wnv	OQ721218	2017-09-11	North America	USA	IA	IA/Pottawattamie			genome					
OQ721219	wnv	OQ721219	2014-07-31	North America	USA	CA	CA/Sacramento			genome					
OQ721220	wnv	OQ721220	2014-11-07	North America	USA	CA	CA/San-Diego			genome					
OQ721221	wnv	OQ721221	2015-08-24	North America	USA	CO	CO/Larimer			genome					
OQ721222	wnv	OQ721222	2017-08-14	North America	USA	IA	IA/Polk			genome					
OQ721223	wnv	OQ721223	2005-09-09	North America	USA	CA	CA/Yolo			genome					
OQ721224	wnv	OQ721224	2008-06-18	North America	USA	CA	CA/San-Diego			genome					
OQ721225	wnv	OQ721225	2010-07-20	North America	USA	CA	CA/Yolo			genome					
OQ721226	wnv	OQ721226	2017-07-31	North America	USA	LA	LA/East-Baton-Rouge			genome					
OQ721227	wnv	OQ721227	2007-07-24	North America	USA	CA	CA/Sacramento			genome					
OQ721228	wnv	OQ721228	2017-09-18	North America	USA	IA	IA/Pottawattamie			genome					
OQ721229	wnv	OQ721229	2020-10-05	North America	USA	IA	IA/Polk			genome					
OQ721230	wnv	OQ721230	2018-08-07	North America	USA	NH	NH/Hillsborough			genome					
OQ721231	wnv	OQ721231	2010-07-02	North America	USA	CA	CA/Sacramento			genome					
OQ721232	wnv	OQ721232	2005-07-06	North America	USA	CA	CA/Sacramento			genome					
OQ721233	wnv	OQ721233	2017-07-31	North America	USA	CO	CO/Larimer			genome					
OQ721234	wnv	OQ721234	2014-07-10	North America	USA	CA	CA/Sacramento			genome					
OQ721235	wnv	OQ721235	2004-06-30	North America	USA	MN	MN/Steele			genome					
OQ721236	wnv	OQ721236	2017-09-08	North America	USA	CA	CA/Sacramento			genome					
OQ721237	wnv	OQ721237	2015-10-04	North America	USA	CA	CA/Sacramento			genome					
OQ721238	wnv	OQ721238	2018-09-02	North America	USA	LA	LA/East-Baton-Rouge			genome					
OQ721239	wnv	OQ721239	2006-09-13	North America	USA	CA	CA/Sacramento			genome					
OQ721240	wnv	OQ721240	2009-03-23	North America	USA	CA	CA/San-Diego			genome					
OQ721241	wnv	OQ721241	2011-09-08	North America	USA	CA	CA/Sacramento			genome					
OQ721242	wnv	OQ721242	2013-09-02	North America	USA	CO	CO/Larimer			genome					
OQ721243	wnv	OQ721243	2017-07-17	North America	USA	CO	CO/Larimer			genome					
OQ721244	wnv	OQ721244	2006-07-21	North America	USA	CA	CA/Yolo			genome					
OQ721246	wnv	OQ721246	2005-07-28	North America	USA	MN	MN/Ramsey			genome					
OQ721247	wnv	OQ721247	2012-06-14	North America	USA	CA	CA/Sacramento			genome					
OQ721248	wnv	OQ721248	2008-11-17	North America	USA	CA	CA/San-Diego			genome					
OQ721249	wnv	OQ721249	2005-08-01	North America	USA	MN	MN/Hennepin			genome					
OQ721250	wnv	OQ721250	2015-08-10	North America	USA	CO	CO/Larimer			genome					
OQ721251	wnv	OQ721251	2016-08-08	North America	USA	CO	CO/Larimer			genome					
OQ721252	wnv	OQ721252	2020-08-31	North America	USA	IA	IA/Polk			genome					
OQ721253	wnv	OQ721253	2016-08-22	North America	USA	CO	CO/Larimer			genome					
OQ721254	wnv	OQ721254	2017-07-10	North America	USA	IA	IA/Woodbury			genome					
OQ721255	wnv	OQ721255	2016-07-12	North America	USA	CA	CA/Yolo			genome					
OQ721256	wnv	OQ721256	2016-08-08	North America	USA	CO	CO/Larimer			genome					
OQ721257	wnv	OQ721257	2004-07-15	North America	USA	MN	MN/Anoka			genome					
OQ721258	wnv	OQ721258	2002-08-07	North America	USA	MN	MN/Pope			genome					
OQ721259	wnv	OQ721259	2018-07-26	North America	USA	OH	OH/Belmont			genome					
OQ721260	wnv	OQ721260	2016-09-12	North America	USA	IA	IA/Polk			genome					
OQ721261	wnv	OQ721261	2018-07-27	North America	USA	OH	OH/Montgomery			genome					
OQ721262	wnv	OQ721262	2017-07-17	North America	USA	IA	IA/Polk			genome					
OQ721263	wnv	OQ721263	2020-08-18	North America	USA	IA	IA/Polk			genome					
OQ721264	wnv	OQ721264	2020-08-28	North America	USA	IA	IA/Polk			genome					
OQ721265	wnv	OQ721265	2010-09-12	North America	USA	CA	CA/Sacramento			genome					
OQ721266	wnv	OQ721266	2009-09-09	North America	USA	CA	CA/Sacramento			genome					
OQ721267	wnv	OQ721267	2017-08-28	North America	USA	IA	IA/Pottawattamie			genome					
OQ721268	wnv	OQ721268	2013-07-22	North America	USA	CO	CO/Larimer			genome					
OQ721269	wnv	OQ721269	2018-09-04	North America	USA	NH	NH/Rockingham			genome					
OQ721270	wnv	OQ721270	2017-09-25	North America	USA	IA	IA/Polk			genome					
OQ721271	wnv	OQ721271	2016-08-19	North America	USA	IA	IA/Polk			genome					
OQ721272	wnv	OQ721272	2010-10-13	North America	USA	CA	CA/Sacramento			genome					
OQ721273	wnv	OQ721273	2020-08-24	North America	USA	IA	IA/Polk			genome					
OQ721274	wnv	OQ721274	2004-05-28	North America	USA	CA	CA/San-Bernardino			genome					
OQ721275	wnv	OQ721275	2015-05-11	North America	USA	CA	CA/San-Diego			genome					
OQ721276	wnv	OQ721276	2013-07-29	North America	USA	CO	CO/Larimer			genome					
OQ721277	wnv	OQ721277	2014-07-24	North America	USA	CA	CA/Sacramento			genome					
OQ721278	wnv	OQ721278	2006-07-26	North America	USA	CA	CA/Yolo			genome					
OQ721279	wnv	OQ721279	2018-08-14	North America	USA	WA	WA/Pierce			genome					
OQ721280	wnv	OQ721280	2015-10-20	North America	USA	CA	CA/San-Diego			genome					
OQ721281	wnv	OQ721281	2018-08-30	North America	USA	LA	LA/West-Baton-Rouge			genome					
OQ721282	wnv	OQ721282	2013-08-23	North America	USA	CA	CA/Sacramento			genome					
OQ721283	wnv	OQ721283	2002-08-08	North America	USA	MN	MN/Anoka			genome					
OQ721284	wnv	OQ721284	2018-08-30	North America	USA	NH	NH/Hillsborough			genome					
OQ721285	wnv	OQ721285	2017-09-11	North America	USA	IA	IA/Polk			genome					
OQ721287	wnv	OQ721287	2013-09-02	North America	USA	CO	CO/Larimer			genome					
OQ721288	wnv	OQ721288	2002-08-08	North America	USA	MN	MN/Redwood			genome					
OQ721289	wnv	OQ721289	2002-08-07	North America	USA	MN	MN/St.Louis			genome					
OQ721290	wnv	OQ721290	2010-01-01	North America	USA	OR	OR/Benton			genome					
OQ721291	wnv	OQ721291	2005-08-05	North America	USA	CA	CA/Sacramento			genome					
OQ721292	wnv	OQ721292	2013-08-16	North America	USA	CA	CA/Yolo			genome					
OQ721293	wnv	OQ721293	2004-07-03	North America	USA	MN	MN/Dakota			genome					
OQ721294	wnv	OQ721294	2017-06-19	North America	USA	IA	IA/Pottawattamie			genome					
OQ721295	wnv	OQ721295	2005-07-21	North America	USA	CA	CA/Sacramento			genome					
OQ721296	wnv	OQ721296	2004-08-30	North America	USA	CA	CA/Sacramento			genome					
OQ721298	wnv	OQ721298	2009-07-29	North America	USA	CA	CA/Sacramento			genome					
OQ721299	wnv	OQ721299	2005-06-21	North America	USA	CA	CA/Yolo			genome					
OQ721300	wnv	OQ721300	2004-07-08	North America	USA	MN	MN/St.Louis			genome					
OQ721301	wnv	OQ721301	2002-08-07	North America	USA	MN	MN/Anoka			genome					
OQ721302	wnv	OQ721302	2002-08-07	North America	USA	MN	MN/Hennepin			genome					
OQ721303	wnv	OQ721303	2017-07-06	North America	USA	CA	CA/Stanislaus			genome					
OQ721304	wnv	OQ721304	2017-07-17	North America	USA	LA	LA/Caddo			genome					
OQ721305	wnv	OQ721305	2005-09-02	North America	USA	MN	MN/Pennington			genome					
OQ721306	wnv	OQ721306	2018-08-16	North America	USA	NH	NH/Hillsborough			genome					
OQ721307	wnv	OQ721307	2002-08-07	North America	USA	MN	MN/Benton			genome					
