strain	virus	accession	date	region	country	state	division	city	db	segment	authors	url	title	journal	paper_url	latitude	longitude	county
MH507848	wnv	MH507848	2007-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507849	wnv	MH507849	2007-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507850	wnv	MH507850	2007-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507851	wnv	MH507851	2007-07-12	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507852	wnv	MH507852	2007-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507853	wnv	MH507853	2008-06-27	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507854	wnv	MH507854	2008-03-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507855	wnv	MH507855	2008-07-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507856	wnv	MH507856	2008-09-24	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507857	wnv	MH507857	2009-06-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507858	wnv	MH507858	2009-06-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507859	wnv	MH507859	2009-06-16	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507860	wnv	MH507860	2009-06-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507861	wnv	MH507861	2009-06-24	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507862	wnv	MH507862	2009-07-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507863	wnv	MH507863	2009-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507864	wnv	MH507864	2009-07-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507865	wnv	MH507865	2010-07-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507866	wnv	MH507866	2010-07-12	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507867	wnv	MH507867	2010-07-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507868	wnv	MH507868	2010-07-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507869	wnv	MH507869	2010-07-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507870	wnv	MH507870	2010-07-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507871	wnv	MH507871	2010-07-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507872	wnv	MH507872	2010-07-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507873	wnv	MH507873	2010-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507874	wnv	MH507874	2011-06-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507875	wnv	MH507875	2011-06-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507876	wnv	MH507876	2011-08-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507877	wnv	MH507877	2011-08-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507878	wnv	MH507878	2011-08-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507879	wnv	MH507879	2011-11-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507880	wnv	MH507880	2012-06-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507881	wnv	MH507881	2012-06-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507882	wnv	MH507882	2012-06-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507883	wnv	MH507883	2012-06-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507884	wnv	MH507884	2012-06-24	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507885	wnv	MH507885	2012-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507886	wnv	MH507886	2012-07-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507887	wnv	MH507887	2013-06-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507888	wnv	MH507888	2013-07-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507889	wnv	MH507889	2017-07-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507890	wnv	MH507890	2017-07-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507891	wnv	MH507891	2004-08-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507892	wnv	MH507892	2004-08-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507893	wnv	MH507893	2004-08-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507894	wnv	MH507894	2004-08-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507895	wnv	MH507895	2004-08-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507896	wnv	MH507896	2004-08-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507897	wnv	MH507897	2004-08-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507898	wnv	MH507898	2004-08-12	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507899	wnv	MH507899	2004-08-12	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507900	wnv	MH507900	2004-08-12	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507901	wnv	MH507901	2004-08-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507902	wnv	MH507902	2004-08-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507903	wnv	MH507903	2004-09-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507904	wnv	MH507904	2004-09-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507905	wnv	MH507905	2005-06-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507906	wnv	MH507906	2005-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507907	wnv	MH507907	2005-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507908	wnv	MH507908	2005-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507909	wnv	MH507909	2005-07-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507910	wnv	MH507910	2005-07-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507911	wnv	MH507911	2005-07-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507912	wnv	MH507912	2005-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507913	wnv	MH507913	2005-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507914	wnv	MH507914	2005-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507915	wnv	MH507915	2005-07-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507916	wnv	MH507916	2006-07-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507917	wnv	MH507917	2006-07-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507918	wnv	MH507918	2006-07-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507919	wnv	MH507919	2006-07-11	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507920	wnv	MH507920	2006-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507921	wnv	MH507921	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507922	wnv	MH507922	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507923	wnv	MH507923	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507924	wnv	MH507924	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507925	wnv	MH507925	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507926	wnv	MH507926	2006-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507927	wnv	MH507927	2006-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507928	wnv	MH507928	2006-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507929	wnv	MH507929	2006-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507930	wnv	MH507930	2006-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507931	wnv	MH507931	2007-06-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507932	wnv	MH507932	2007-06-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507933	wnv	MH507933	2007-06-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507934	wnv	MH507934	2007-06-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507935	wnv	MH507935	2007-06-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507936	wnv	MH507936	2007-08-03	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507937	wnv	MH507937	2007-08-03	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507938	wnv	MH507938	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507939	wnv	MH507939	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507940	wnv	MH507940	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507941	wnv	MH507941	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507942	wnv	MH507942	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507943	wnv	MH507943	2007-08-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507944	wnv	MH507944	2007-08-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507945	wnv	MH507945	2009-06-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507946	wnv	MH507946	2009-06-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507947	wnv	MH507947	2009-06-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507948	wnv	MH507948	2008-02-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507949	wnv	MH507949	2008-05-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507950	wnv	MH507950	2008-09-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507951	wnv	MH507951	2008-09-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507952	wnv	MH507952	2009-09-29	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507953	wnv	MH507953	2008-12-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507954	wnv	MH507954	2008-12-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507955	wnv	MH507955	2008-12-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507956	wnv	MH507956	2008-12-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507957	wnv	MH507957	2009-09-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507958	wnv	MH507958	2009-09-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507959	wnv	MH507959	2009-10-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507960	wnv	MH507960	2014-08-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507961	wnv	MH507961	2014-09-23	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507962	wnv	MH507962	2014-11-10	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507963	wnv	MH507963	2014-11-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507964	wnv	MH507964	2014-11-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507965	wnv	MH507965	2014-12-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507966	wnv	MH507966	2014-12-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507967	wnv	MH507967	2015-04-16	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507968	wnv	MH507968	2015-04-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507969	wnv	MH507969	2015-06-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507970	wnv	MH507970	2015-07-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507971	wnv	MH507971	2015-07-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507972	wnv	MH507972	2015-07-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507973	wnv	MH507973	2015-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507974	wnv	MH507974	2015-08-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507975	wnv	MH507975	2015-08-21	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507976	wnv	MH507976	2015-08-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507977	wnv	MH507977	2015-09-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507978	wnv	MH507978	2015-10-06	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507979	wnv	MH507979	2015-10-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507980	wnv	MH507980	2015-10-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507981	wnv	MH507981	2015-10-20	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507982	wnv	MH507982	2015-12-16	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507983	wnv	MH507983	2015-12-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507984	wnv	MH507984	2016-03-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507985	wnv	MH507985	2016-03-17	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507986	wnv	MH507986	2016-04-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507987	wnv	MH507987	2016-05-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507988	wnv	MH507988	2009-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507989	wnv	MH507989	2009-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507990	wnv	MH507990	2009-07-14	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507991	wnv	MH507991	2009-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507992	wnv	MH507992	2009-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507993	wnv	MH507993	2009-07-22	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507994	wnv	MH507994	2009-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507995	wnv	MH507995	2009-07-29	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507996	wnv	MH507996	2009-07-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507997	wnv	MH507997	2009-09-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507998	wnv	MH507998	2009-09-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH507999	wnv	MH507999	2010-06-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508000	wnv	MH508000	2010-06-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508001	wnv	MH508001	2010-06-29	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508002	wnv	MH508002	2010-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508003	wnv	MH508003	2010-07-01	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508004	wnv	MH508004	2010-07-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508005	wnv	MH508005	2010-07-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508006	wnv	MH508006	2010-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508007	wnv	MH508007	2010-07-09	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508008	wnv	MH508008	2010-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508009	wnv	MH508009	2010-08-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508010	wnv	MH508010	2010-08-25	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508011	wnv	MH508011	2010-09-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508012	wnv	MH508012	2010-09-30	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508013	wnv	MH508013	2010-10-05	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508014	wnv	MH508014	2011-06-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508015	wnv	MH508015	2011-07-07	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508016	wnv	MH508016	2011-07-08	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508017	wnv	MH508017	2011-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508018	wnv	MH508018	2011-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508019	wnv	MH508019	2011-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508020	wnv	MH508020	2011-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508021	wnv	MH508021	2011-07-13	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508022	wnv	MH508022	2011-07-15	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508023	wnv	MH508023	2011-07-27	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508024	wnv	MH508024	2011-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508025	wnv	MH508025	2011-08-04	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508026	wnv	MH508026	2011-08-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508027	wnv	MH508027	2012-06-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508028	wnv	MH508028	2012-07-02	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508029	wnv	MH508029	2012-07-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508030	wnv	MH508030	2012-07-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508031	wnv	MH508031	2012-07-19	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508032	wnv	MH508032	2014-07-18	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508033	wnv	MH508033	2015-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508034	wnv	MH508034	2015-08-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508035	wnv	MH508035	2016-07-26	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508036	wnv	MH508036	2016-07-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508037	wnv	MH508037	2017-06-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH508038	wnv	MH508038	2017-06-28	North America	USA	NA	CA			genome						36.1162	-119.6816	
MH643887	wnv	MH643887	2018-04-26	North America	USA	NA	BRA/ES/Sao-Mateus			genome								
MH819446	wnv	MH819446	2015-10-06	North America	USA	NA	CAN/QC/Montreal			genome								
MH819447	wnv	MH819447	2013-08-26	North America	USA	NA	CAN/QC/Chateauguay			genome								
MH819448	wnv	MH819448	2005-08-31	North America	USA	NA	CAN/QC/Villeray-St-Michel			genome								
MH819449	wnv	MH819449	2014-09-22	North America	USA	NA	CAN/QC/Montreal			genome								
MH819450	wnv	MH819450	2016-08-16	North America	USA	NA	CAN/QC/Laval			genome								
MH819451	wnv	MH819451	2005-08-12	North America	USA	NA	CAN/QC/Dorval			genome								
MH819452	wnv	MH819452	2015-09-15	North America	USA	NA	CAN/QC/Sainte-Julie			genome								
MH819453	wnv	MH819453	2016-08-09	North America	USA	NA	CAN/QC/Saint-Lambert			genome								
MH819454	wnv	MH819454	2006-08-29	North America	USA	NA	CAN/QC/Rosemont			genome								
MH819455	wnv	MH819455	2006-08-30	North America	USA	NA	CAN/QC/Mirabel			genome								
MH819456	wnv	MH819456	2013-09-09	North America	USA	NA	CAN/QC/Longueuil			genome								
MH819457	wnv	MH819457	2005-08-19	North America	USA	NA	CAN/QC/Sainte-Anne-Des-Plaines			genome								
MH819458	wnv	MH819458	2005-08-25	North America	USA	NA	CAN/QC/Blainville			genome								
MH819459	wnv	MH819459	2014-09-04	North America	USA	NA	CAN/QC/Longueuil			genome								
MH819460	wnv	MH819460	2013-08-19	North America	USA	NA	CAN/QC/Montreal			genome								
MH819461	wnv	MH819461	2004-09-07	North America	USA	NA	CAN/QC/Varennes			genome								
MH819462	wnv	MH819462	2015-09-09	North America	USA	NA	CAN/QC/Boucherville			genome								
MH819463	wnv	MH819463	2014-08-21	North America	USA	NA	CAN/QC/Montreal			genome								
MH819464	wnv	MH819464	2004-09-15	North America	USA	NA	CAN/QC/St-Jean-Sur-Richelieu			genome								
